measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Benin,Both,Age-standardized,Other mental disorders,Rate,2021,110.96484501651807,157.034783947725,73.1341480712591
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Eating disorders,Rate,2021,51.74951898432212,79.00459788109904,29.87983760941698
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,146.19670349292576,288.59419135873367,65.72953545813954
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.776120984913625,36.705047485793735,14.017693296885538
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Conduct disorder,Rate,2021,69.10443732632987,108.11219663231284,39.422979383660255
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,44.88692047471885,77.32137385897398,22.72687531773662
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Mental disorders,Rate,2021,2685.4864316477765,3511.9184805201376,1951.8653194933188
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Schizophrenia,Rate,2021,178.9988372349158,234.7197632947817,129.18155352728328
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Depressive disorders,Rate,2021,954.4118717333648,1335.3180103249365,655.9151912836356
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Depressive disorders,Rate,2021,731.6254710147592,998.8539476355893,504.01638822561796
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Depressive disorders,Rate,2021,649.4661769649575,943.7989016768553,430.3143282124222
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Bipolar disorder,Rate,2021,156.79734552152547,228.51372376228232,90.9872406507254
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Anxiety disorders,Rate,2021,732.9982109515195,1079.4189110898433,471.8689843324224
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Eating disorders,Rate,2021,91.49730542503411,137.33752638162173,53.549317612701095
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Autism spectrum disorders,Rate,2021,112.7197366745023,219.275839573991,52.532784163171364
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,106.54640624178916,159.34613850864852,62.22661566361331
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Conduct disorder,Rate,2021,69.47228439424144,108.47306210208608,38.591837412335856
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,21.93326033690534,43.560898180835295,8.76788673937168
DALYs (Disability-Adjusted Life Years),Antigua and Barbuda,Both,Age-standardized,Other mental disorders,Rate,2021,110.59303985968786,159.3026432823895,72.74379588234127
DALYs (Disability-Adjusted Life Years),Mexico,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,30.294142697417495,46.323489363272785,17.64802386052362
DALYs (Disability-Adjusted Life Years),Mexico,Both,Age-standardized,Conduct disorder,Rate,2021,79.18593835979996,122.35690493900779,45.91850591271736
DALYs (Disability-Adjusted Life Years),Mexico,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,23.536066411031552,46.73331202704433,10.002375226913653
DALYs (Disability-Adjusted Life Years),Mexico,Both,Age-standardized,Other mental disorders,Rate,2021,102.29901799101661,146.05868371844747,68.51459544115465
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Depressive disorders,Rate,2021,448.2441270746298,644.0414761782889,304.2167832141476
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Depressive disorders,Rate,2021,621.3818416041312,905.3611606682911,410.6091070618016
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Bipolar disorder,Rate,2021,96.25624923858548,143.64067922689284,57.14555250652381
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Anxiety disorders,Rate,2021,777.3357175908844,1152.06784127408,512.652642698211
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Eating disorders,Rate,2021,24.66360875875841,36.534039765657546,14.824847265061376
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Autism spectrum disorders,Rate,2021,126.591323622105,260.17349905978324,58.19199663535652
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Depressive disorders,Rate,2021,928.5238710089825,1300.4154166416945,644.2235461963048
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Bipolar disorder,Rate,2021,131.84588637953732,188.46119219093106,80.25858499171375
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Anxiety disorders,Rate,2021,622.1022620058264,880.7543378906926,421.1583871461255
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Eating disorders,Rate,2021,29.884592444815528,44.55990179917581,17.199241744351845
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,112.2744105004885,218.22400297262482,57.806427183997144
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,46.341833466883195,69.52098223722112,27.15890263210291
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Conduct disorder,Rate,2021,53.246743497579516,85.17047900153261,29.953399013774757
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,39.65549047580178,79.40281249992282,16.040970263919377
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Other mental disorders,Rate,2021,106.81307466373822,150.7074173944835,70.79566620698132
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Schizophrenia,Rate,2021,158.3275235023742,210.68017758272944,112.35130221020427
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Mental disorders,Rate,2021,1744.236804312959,2367.384550070325,1248.6405680144987
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Schizophrenia,Rate,2021,201.0175518516291,259.8564226241728,143.25153351816186
DALYs (Disability-Adjusted Life Years),Egypt,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,35.234437834478626,65.91673347149465,17.053928746439272
DALYs (Disability-Adjusted Life Years),Egypt,Both,Age-standardized,Other mental disorders,Rate,2021,111.44748147322095,157.70629997509707,74.65876672478288
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,Age-standardized,Depressive disorders,Rate,2021,655.2632416242026,955.1967260169464,434.3820536926878
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,Age-standardized,Bipolar disorder,Rate,2021,154.91730202584486,218.63101467178856,91.70847076116328
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,Age-standardized,Anxiety disorders,Rate,2021,743.5395201380533,1090.9583345798044,489.34179968501445
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,Age-standardized,Eating disorders,Rate,2021,76.00293496990258,115.78715598938439,44.77631255256175
DALYs (Disability-Adjusted Life Years),Saint Lucia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,113.06384902041962,224.3765878989736,53.06981198732228
DALYs (Disability-Adjusted Life Years),Barbados,Both,Age-standardized,Mental disorders,Rate,2021,2249.3057868557494,2978.408457385605,1613.23655932344
DALYs (Disability-Adjusted Life Years),Barbados,Both,Age-standardized,Schizophrenia,Rate,2021,209.261562119491,270.4256757091581,146.7604648902276
DALYs (Disability-Adjusted Life Years),Barbados,Both,Age-standardized,Depressive disorders,Rate,2021,646.7341469004145,940.6215779900143,432.0065252048442
DALYs (Disability-Adjusted Life Years),Pakistan,Both,Age-standardized,Eating disorders,Rate,2021,38.61302983638863,58.8413405015022,22.752918648946437
DALYs (Disability-Adjusted Life Years),Pakistan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,84.50211323967886,163.61505503889865,40.733809601648076
DALYs (Disability-Adjusted Life Years),Pakistan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,26.261401804783752,40.00950727854384,14.36845465750276
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Bipolar disorder,Rate,2021,96.19779486272232,138.81799891354385,57.05928888324628
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Anxiety disorders,Rate,2021,911.7591469639051,1347.0415309116745,595.638186497775
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Eating disorders,Rate,2021,25.557545261354786,38.326623755385704,14.98816970532895
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Autism spectrum disorders,Rate,2021,123.69350098522291,255.44242368098108,55.870303715867394
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.05702326250259,56.53852340902759,21.578878435380034
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Mental disorders,Rate,2021,1876.173765630091,2459.4826956805064,1374.9450510165007
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Schizophrenia,Rate,2021,176.96541439610567,230.83313353866154,120.94054920406543
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Depressive disorders,Rate,2021,682.5696345348256,972.1293948451926,463.77169773666094
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Bipolar disorder,Rate,2021,95.21639759558788,137.6275560404973,56.46361332653019
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Anxiety disorders,Rate,2021,494.2986644480502,718.1295626513183,329.68821420582316
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Eating disorders,Rate,2021,22.35791995182139,33.987643704298584,12.408075997949407
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Other mental disorders,Rate,2021,110.62654724792944,159.57465978605205,73.04975823253461
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,Age-standardized,Eating disorders,Rate,2021,76.655285283197,114.18463476099933,43.25300541132631
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,141.34369149022996,253.52465702506294,74.04650394729921
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,75.73382818286001,116.76873759310544,43.56325341486982
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,Age-standardized,Conduct disorder,Rate,2021,53.96138385442416,84.06128782253889,30.053471970949587
DALYs (Disability-Adjusted Life Years),Saudi Arabia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,30.435150954136116,59.45117241856206,12.42734757238194
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Mental disorders,Rate,2021,2202.1130474525366,2915.6665875821323,1581.5875241446463
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,Schizophrenia,Rate,2021,190.23292450126175,245.7798603179088,133.4319688046888
DALYs (Disability-Adjusted Life Years),Malawi,Both,Age-standardized,Mental disorders,Rate,2021,1913.1978404953418,2535.9744723134786,1387.0393155821462
DALYs (Disability-Adjusted Life Years),Malawi,Both,Age-standardized,Schizophrenia,Rate,2021,175.32774093070483,227.87414610227495,122.58374771259095
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Depressive disorders,Rate,2021,947.2195291131851,1326.7188144760776,660.3725324809258
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Bipolar disorder,Rate,2021,124.11333505894066,180.61026724396314,76.61222582530948
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Anxiety disorders,Rate,2021,790.4000440657652,1111.5638558928322,561.4668861006745
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Eating disorders,Rate,2021,109.36038260084062,160.33719520574897,64.35833210242095
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Mental disorders,Rate,2021,1560.5376724677783,2057.3413374128313,1126.0374872070465
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Schizophrenia,Rate,2021,187.4561279818912,246.5342465870198,132.89620829785432
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Bipolar disorder,Rate,2021,134.6400619650448,200.98601862273503,80.80143861963595
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Anxiety disorders,Rate,2021,868.1664001996076,1274.6645625176398,543.9380705911888
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.27865374777715,56.2529495237568,21.665995639496273
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Conduct disorder,Rate,2021,68.59791563380978,110.54349310456622,39.30191932671188
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,14.742735579402627,34.239422098259276,3.8223160307652235
DALYs (Disability-Adjusted Life Years),Mali,Both,Age-standardized,Other mental disorders,Rate,2021,110.84725631732232,159.51971625929278,74.81654317926564
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Depressive disorders,Rate,2021,911.1084066948837,1275.7818569851108,628.968245125535
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Bipolar disorder,Rate,2021,137.9273365446434,202.50650619444514,81.80900922513804
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Anxiety disorders,Rate,2021,617.1858383525604,885.9452759681407,424.2035621271471
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Eating disorders,Rate,2021,59.618239501571516,90.08410745626279,34.46215296024431
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Autism spectrum disorders,Rate,2021,132.98840937993597,241.22045969911764,69.2142351512056
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,46.7633196460226,69.91159965200175,26.979935012181308
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Conduct disorder,Rate,2021,53.477877180914746,83.6492368680341,30.175963135326054
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,28.190324375803996,60.01170281614925,10.138943827761821
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Mental disorders,Rate,2021,1715.4926021317015,2329.927603945905,1231.3879954433608
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Schizophrenia,Rate,2021,192.5003814888936,253.8584249711204,135.08872619969898
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Depressive disorders,Rate,2021,573.3599177873209,868.6262785875783,347.1766002058007
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Autism spectrum disorders,Rate,2021,201.81568780569026,309.71287415333217,114.1957591342596
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,50.10083995831677,75.0082347971277,29.1477503715475
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Conduct disorder,Rate,2021,72.83968331509864,114.34137014757042,42.39657856123437
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,22.146302268812253,49.01664321317647,7.854938334049878
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Other mental disorders,Rate,2021,121.39071953463872,173.36609340556325,76.36960530342589
DALYs (Disability-Adjusted Life Years),Uganda,Both,Age-standardized,Mental disorders,Rate,2021,1962.2541261964486,2569.7458000136457,1415.4475625675877
DALYs (Disability-Adjusted Life Years),Uganda,Both,Age-standardized,Schizophrenia,Rate,2021,178.41384605100933,234.08029608887173,122.66580172584719
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Depressive disorders,Rate,2021,600.0489733555663,835.14342457238,420.9397906473263
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Bipolar disorder,Rate,2021,140.10673151140318,206.70245418228532,84.06887026589806
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Anxiety disorders,Rate,2021,809.3781471362735,1119.4187884359758,581.6541581189886
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Eating disorders,Rate,2021,115.37821624571608,170.59121818730029,67.25815224249801
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Autism spectrum disorders,Rate,2021,170.4162953796715,274.0518715120856,103.90053826780526
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,52.65399156873488,79.16191432620793,29.59918558889936
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Conduct disorder,Rate,2021,73.26683443282772,115.75935145393078,41.62037483090577
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,27.269967736554484,52.03476397161934,11.789476910913924
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Other mental disorders,Rate,2021,120.75238598057118,169.91637312834092,77.00589772428789
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,Age-standardized,Mental disorders,Rate,2021,1720.8184083427534,2347.5417434714423,1236.5468945440566
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,Age-standardized,Schizophrenia,Rate,2021,194.01205566272304,250.90027904687656,137.21794275016484
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,Age-standardized,Depressive disorders,Rate,2021,573.9354761483597,871.6771487027489,344.9285130633078
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,Age-standardized,Bipolar disorder,Rate,2021,79.96047424401264,116.05374217143051,48.05699106991067
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Autism spectrum disorders,Rate,2021,102.94817477465875,174.73293146241832,55.68002789360998
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,40.937445908788845,61.96762806248795,23.052676769001817
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Conduct disorder,Rate,2021,53.69335524006009,84.20818489814312,29.857084009151215
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,30.169344207901528,60.65538781323073,11.302151187876397
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Other mental disorders,Rate,2021,110.32144459270656,156.6772285487889,72.65103701313114
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Bipolar disorder,Rate,2021,222.02588998079963,309.54747202660167,145.72670437017794
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Anxiety disorders,Rate,2021,1082.43733902701,1561.426637393932,695.6907388717278
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Eating disorders,Rate,2021,111.1420052101903,165.30824478385924,64.74272063985869
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Autism spectrum disorders,Rate,2021,179.71377356675382,373.41920391775074,76.85282406812358
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,64.0266941594917,98.6826036533511,36.8056960311452
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Conduct disorder,Rate,2021,77.4883314991785,123.98719188695593,43.99125605653843
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,64.99976585517142,121.82858772814562,29.684371611963005
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Depressive disorders,Rate,2021,576.3100354006774,873.0850941767912,350.8962286059588
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Bipolar disorder,Rate,2021,79.80665696256128,115.32383715954957,46.477367660921516
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Anxiety disorders,Rate,2021,486.59824345731823,753.3685806659463,297.78439184238124
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Eating disorders,Rate,2021,39.25180266993381,58.990061359256885,22.996031162995802
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Autism spectrum disorders,Rate,2021,123.12663615065779,234.9206463771139,59.5109131995238
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.526759283269875,58.35392001865286,22.557686381253802
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Conduct disorder,Rate,2021,58.45114951975404,94.15423668768756,32.98852683918885
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Autism spectrum disorders,Rate,2021,214.22131615370878,363.8020426793606,113.35857780220668
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,73.23349731570815,109.25138037710461,41.81590867023105
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Conduct disorder,Rate,2021,56.218682928170004,88.6603556123838,32.62796630525346
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,12.599402694555144,31.422867807879243,3.4501587675892833
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Other mental disorders,Rate,2021,133.03138118822164,187.87846499970684,85.10990846371702
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Bipolar disorder,Rate,2021,139.2281086045137,197.21970884842258,87.97268466148904
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Anxiety disorders,Rate,2021,606.2148669086209,886.3750600920571,404.71748019186987
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Eating disorders,Rate,2021,67.25948844216593,104.09626407894083,37.853030823128435
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,134.53003757855785,250.91726619279217,67.24806158268542
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,41.080595229039716,62.33529202600265,24.67306117679578
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Conduct disorder,Rate,2021,74.28552451504835,114.54849159735448,40.93171701995969
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,20.57302207260977,43.38484982204639,7.960175863875454
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Other mental disorders,Rate,2021,110.36565370759544,157.3836363264711,71.18392941768836
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Bipolar disorder,Rate,2021,79.23672967370364,113.41182736053645,47.452023681091404
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Anxiety disorders,Rate,2021,494.0685067657026,764.9144875405821,297.7871568666804
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,Age-standardized,Eating disorders,Rate,2021,26.044374138130884,39.144904165260854,15.519159795141256
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,52.219303986250544,96.5843479411773,25.601460513058512
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Other mental disorders,Rate,2021,111.52829567223236,161.67605295151208,71.73581436845465
DALYs (Disability-Adjusted Life Years),Germany,Both,Age-standardized,Autism spectrum disorders,Rate,2021,169.00029807164697,290.6317849241429,90.2724526433845
DALYs (Disability-Adjusted Life Years),Germany,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,16.80353181076473,25.193836053730422,9.940831632011752
DALYs (Disability-Adjusted Life Years),Germany,Both,Age-standardized,Conduct disorder,Rate,2021,73.40581254008416,115.64749621145693,41.817194240990865
DALYs (Disability-Adjusted Life Years),Germany,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,26.451344067499637,52.90979485703151,10.448934747634882
DALYs (Disability-Adjusted Life Years),Germany,Both,Age-standardized,Other mental disorders,Rate,2021,120.61269399334887,169.184290906001,76.38326252499868
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Bipolar disorder,Rate,2021,135.43800796625663,199.283580271403,82.37017830521687
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Anxiety disorders,Rate,2021,1024.6984544094507,1417.414105449757,727.3459337726225
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Eating disorders,Rate,2021,113.95584865721894,169.70551118274116,67.25583762739362
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Autism spectrum disorders,Rate,2021,182.4613495256183,309.3355681583607,97.77535086003013
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,49.443943070575386,74.27801018848402,29.184822600954803
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Conduct disorder,Rate,2021,72.95103212518102,113.55323421405505,42.0534693095931
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,24.124149615665115,49.135005025658955,9.397302980550796
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Other mental disorders,Rate,2021,120.05195877510575,169.04078458497037,76.67346060688912
DALYs (Disability-Adjusted Life Years),Honduras,Both,Age-standardized,Mental disorders,Rate,2021,2011.613043783194,2671.895328718671,1465.5107205591537
DALYs (Disability-Adjusted Life Years),Honduras,Both,Age-standardized,Schizophrenia,Rate,2021,196.64865930423952,258.6817329145339,138.44745743447064
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Depressive disorders,Rate,2021,516.6363319536277,763.2340794157615,339.5531873821597
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Bipolar disorder,Rate,2021,102.27050221445309,148.0110189617999,61.85594620988006
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Anxiety disorders,Rate,2021,322.11931490012694,478.551483502589,204.07208052633717
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Eating disorders,Rate,2021,50.88203447505999,77.95690552449035,29.966337456280794
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,119.48714283567253,237.73316355168456,54.485473552564756
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.68536578390887,37.22661329939867,14.217683702610167
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Conduct disorder,Rate,2021,68.94287077371395,108.54836114886622,39.93373916709538
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,57.553850056579094,101.30938450042957,28.262296295868815
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,Age-standardized,Other mental disorders,Rate,2021,110.50413149274411,155.6743574019645,71.42856477079673
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Conduct disorder,Rate,2021,68.87367813414801,107.87853953042895,39.56391439300094
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,11.141149318471845,28.979245417264686,2.0697372925978845
DALYs (Disability-Adjusted Life Years),Guinea,Both,Age-standardized,Other mental disorders,Rate,2021,110.21794876366181,155.80231789479444,73.86694309112998
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Other mental disorders,Rate,2021,111.08260592453782,159.6555816390734,71.38082403936092
